Date,Title,Content,Link
1/12/2021,ICAC officers commended for outstanding performance in graft-fighting mission,"Over 270 ICAC officers were commended today (December 1) for their professionalism, outstanding performance, perseverance and dedicated services.Speaking at the 2021 ICAC Awards Presentation Ceremony, ICAC Commissioner Simon Peh Yun-lu said the ICAC shouldered the important responsibility of safeguarding the probity, rule of law, stability as well as the prosperity of Hong Kong.  “Working closely together, the ICAC’s three departments and the Administration Branch did a remarkable job in implementing the Improved Electoral System to ensure the three important public elections be conducted in a fair, clean manner and in accordance with the law.  Twenty-one officers from the three different departments are commended for their contributions,” Mr Peh said.Outside Hong Kong, Mr Peh noted that the ICAC had made a significant breakthrough in international liaison work. With the endorsement of the Central Government and the Hong Kong Special Administrative Region Government, the Commissioner would run for Presidency of the International Association of Anti-Corruption Authorities.  Should the ICAC chief be successfully elected, the ICAC would be able to further contribute to the international anti-graft collaboration.  It would also greatly enhance Hong Kong’s global reputation in anti-corruption work as well as promote the international community’s confidence in the city’s probity situation and rule of law.“Our country as well as the Chief Executive value this highly.  It also demonstrates that under the National 14th Five-Year Plan, Hong Kong is encouraged and expected to have greater participation in international affairs,” Mr Peh said.Mr Peh noted that under the current geo-politics and tension, western countries and their media had been lashing out groundless attacks at Hong Kong.  Despite the challenging situation, many leading international ranking institutions had raised their ranking and scores for Hong Kong.  Mr Peh said these remarkable achievements were possible due to the concerted efforts of all ICAC officers. Mr Peh remarked that colleagues had to uphold their anti-graft duties in order to allow Hong Kong sail smoothly.  He also encouraged colleagues to enhance their understanding of the country and national affairs, as well as the Basic Law and the National Security Law, through attending trainings organised by the ICAC and the Civil Service Bureau.At today’s ceremony, over 120 ICAC officers were commended for their distinguished and exemplary performance, six of whom received the Commissioner’s Commendations.Chief Investigators Patrick Leung Ping-fai and Murphy Chan Tak-fai, as well as Senior Investigator Joseph Leung Ka-ho were awarded the Commissioner’s Commendation for their outstanding leadership, investigative ability and professionalism during a complex investigation leading to the conviction of 14 persons for offences of electoral bribery and conspiracy to defraud.Acting Principal Investigator Andrew Cheung Kin-ling and Chief Investigator Esther Poon Tak-yi were also awarded the Commissioner’s Commendation for their outstanding leadership, organisational skills and professional ability in a joint investigation with the Securities and Futures Commission leading to the conviction of two former senior executives of a listed company and two others for the offence of conspiracy to defraud.Principal Corruption Prevention Officer Ricky Lai Wai-ki of the Corruption Prevention Department (CPD) was also awarded the Commissioner’s Commendation for his outstanding professionalism and leadership in the development and implementation of the Integrity Management System to enhance public works contractors’ corruption prevention capabilities, design and delivery of the Integrity Charter initiative, and provision of assistance to the Property Management Services Authority in the setting up and implementation of the licensing regime for property management companies and practitioners.Seventeen investigators and all officers of the F4 Investigative Section, who received the Operations Department Directorate Commendation today, were commended for their outstanding investigative ability and dedication to duty in cracking down various ICAC cases, confiscating crime proceeds of $12 million from defendants, designing and upgrading the Network File Server as well as providing technical and logistic support to colleagues.They were Chief Investigators Winnie Lee Wai-yee, Gladys Kwong Lai-fan, Sudhir Gulab Gidwani, Angela Kwan Ying-hung; Senior Investigators Lily Kam Lee-lei, Nick Lai Chi-ip, Oscar Lau Cho-wun, Frankie Chow Chun-yin, Jason Tsang Wa-chan, Winnie Fung Siu-wai, Keith Kwok Po-keung; Investigators Ray Leung Yu-on, Franki Law Kwan-kit, Gavin Lau Hin-kit, Kenneth Chan Kin-ting, Neville Wong Chun-yin and Gigi Ng On-chi.Acting Principal Corruption Prevention Officer Woo Ka-chun, Chief Corruption Prevention Officers Reggie Lai Wai-yan and Stanley Chio Kai-ming, as well as Senior Corruption Prevention Officer Maria Lo Kam-chuen received the Director of Corruption Prevention’s Commendation. They were respectively commended for their contributions to the planning and delivery of the Corruption Prevention on Regulatory Enforcement – A Guide for Non-disciplined Enforcement Agencies, strengthening procedural controls against corrupt and illegal conducts under the improved electoral system, assisting the Property Management Services Authority in the setting up and implementation of corruption-resistant licensing regime for property management companies and practitioners, and the planning and delivery of the Integrity Charter initiative which uplifted the corruption prevention capabilities and awareness of construction companies.Three officers of the Community Relations Department (CRD) were awarded the Director of Community Relations’ Commendation this year. Deputy Regional Officer Karen Huang Hsiao-Hsin was commended for her professionalism and leadership in the planning and execution of the education and publicity programme under the “Support Clean Elections” Campaign between 2019 and 2021. Senior Youth and Education Officer Winnie Tsang Shuk-wah was commended for her planning and organisation of the two-year “Reading for Integrity” Project with a set of four moral education picture books and a series of training and publicity activities. Senior Community Relations Officer Claire Chan Ka-hang was also commended for her planning and implementation of the Integrity Promotion Campaign for Public Bodies which entrenched the integrity culture in the public sector.In addition, over 60 investigators were awarded the Assistant Director’s Commendation of the Operations Department, while four CPD officers and nine CRD officers received the Assistant Director’s Commendation of their departments respectively. Meanwhile, officers of the International Liaison and Training Group were commended the Administration Branch Assistant Director’s Commendation for their team work and professionalism by overcoming the challenges posed by the COVID-19 pandemic and the related travel restrictions to connect with the anti-corruption agencies of other jurisdictions and international organisations to initiate, develop and implement a series of tailored online capacity building and development training programmes. Two Senior Clerical Officers Judy Lam Fung Kin-sum and Angela Sit Yin-mei were also awarded the same commendations for providing invaluable support to different administrative duties and their outstanding services in the Commission for 39 and 40 years respectively. Director of Investigation (Government Sector) Eric Tong Wing-tak and Assistant Director of Corruption Prevention Kenny Fok Kwong-man, who earlier received the ICAC Medal for Distinguished Service from the Government, were presented souvenirs from the Commissioner at today’s ceremony. Meanwhile, three Chief Investigators Joe Kong Yu-cho, Sudhir Gulab Gidwani and Anoop Gulab Gidwani, who earlier received the ICAC Medal for Meritorious Service from the Government, were also presented souvenirs from the Commissioner.Meanwhile, over 120 officers and staff of various ranks and grades were given medals, certificates or plaques for their long service in the ICAC and the Government.",https://www.icac.org.hk/en/press/index_id_1237.html
1/12/2021,Field Officer of AFCD charged by ICAC with using false documents and perversion over stray dog cases,"A Field Officer II of the Agriculture, Fisheries and Conservation Department (AFCD) was charged by the ICAC today (December 1) for allegedly using false internal documents in relation to four stray dog cases to mislead the department and perverting the course of public justice.The ICAC investigation arose from a corruption complaint. Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised charges be laid against the Field Officer II.Li Kai-tik, 48, faces a total of 12 charges – eight of agent using a document with intent to deceive his principal, contrary to Section 9(3) of the Prevention of Bribery Ordinance; and four of doing an act tending and intended to pervert the course of public justice, contrary to Common Law.The defendant was released on ICAC bail, pending his appearance in the Kowloon City Magistrates’ Courts on Friday (December 3) for plea.The above alleged offences took place between June 26, 2018 and February 27, 2019. At the material time, the defendant was a Field Officer II of the AFCD posted to the Kowloon Animal Management Centre (the Centre).Under the Rabies Ordinance, it is an offence for a dog keeper if his or her dog is not on a leash or under control in a public place (the offence). The Centre was responsible for handling stray dogs and the relevant criminal investigations on possible prosecutions against dog keepers for the offence. Staff of the Centre who conducted the relevant investigations were required to fill in a form, namely entitled “Information for Possible Prosecution (for stray dogs)” (Prosecution Form).When a person handed in a stray dog to the Centre, he or she was required to fill in a form, namely “Record for Handing in Stray Animal(s)” (Animal Form), and to indicate if he or she was willing to testify in court against the dog keepers.Eight of the charges allege that the defendant, with intent to deceive his principal, used four Animal Forms and four Prosecution Forms, which contained false or erroneous statements that four persons who handed in four stray dogs to the Centre were unwilling to testify in court as prosecution witnesses, to mislead the AFCD.The remaining charges allege that the defendant, with intent to pervert the course of public justice, did an act or a series of acts which had a tendency to pervert the course of public justice.It is alleged that the defendant has falsely represented to two supervisors that the above four persons were unwilling to be the prosecution witnesses in the aforesaid stray dog cases; and made recommendations of no prosecution against the dog keepers in those cases to the supervisors.The AFCD has rendered full assistance to the ICAC during its investigation into the case.",https://www.icac.org.hk/en/press/index_id_1236.html
29/11/2021,Duo wanted by ICAC for allegedly breaching ECICO by inciting others to cast blank votes and not to vote at LegCo Election,"A Magistrate today (November 29) issued warrants for the arrest of two persons, who are wanted by the ICAC for allegedly breaching Section 27A of the Elections (Corrupt and Illegal Conduct) Ordinance (ECICO) by “engaging in illegal conduct of inciting another person not to vote, or to cast invalid vote, by activity in public during election period”.Hui Chi-fung and Yau Man-chun had allegedly breached Section 27A of the ECICO, between October 30 and November 29, 2021, during the election period of the 2021 Legislative Council General Election (the LegCo Election) by inciting members of the public to cast blank votes and not to vote at the LegCo Election by activity in public, namely displaying posts on their respective social media pages.The ICAC had earlier probed into the relevant posts. In accordance with established procedures, the findings of the investigation were forwarded to the Department of Justice for legal advice, which considered that there was sufficient evidence to institute prosecution against the duo. As the duo had already left Hong Kong, warrants for the arrest of them were issued by a Magistrates’ Court this morning upon the applications made by the ICAC.Hui and Yau, both aged 39, respectively face four and eight charges, all contrary to Section 27A of the ECICO.The LegCo Election was open for nominations from October 30. According to the ECICO, the period between that day and the polling day (December 19) is defined as the “election period” of the election. The ECICO stipulates that “activity in public” includes any form of communication to the public, and the distribution or dissemination of any matter to the public. The ECICO applies to all conduct concerning an election, whether the conduct is engaged in within Hong Kong or elsewhere. Any person who commits this offence is liable on conviction to a maximum penalty of a three-year imprisonment and a fine of $200,000.The ICAC urges members of the public to abide by the law, and not to engage in making illegal appeals or repost any unlawful contents in order to uphold a fair and clean election. The Commission will continue to take resolute enforcement actions to combat conduct manipulating and sabotaging the election to ensure that it will be held in a fair and just manner.",https://www.icac.org.hk/en/press/index_id_1234.html
29/11/2021,Ex-Superintendent of Police charged by ICAC jailed for fraud over $6m housing and mortgage loans,"A then Superintendent of Police, charged by the ICAC, was today (November 29) sentenced to 18 months’ imprisonment at the District Court for deceiving the Government and a bank into granting him housing and mortgage loans totalling about $6 million by falsely representing that a flat he purchased was used by his family while in fact it was let to others.Lung Siu-chuen, 55, was earlier found guilty of two counts of fraud, contrary to Section 16A of the Theft Ordinance. In sentencing, Judge Mr Fred Sham Siu-man said the defendant had obtained the loans by deceit and made false declarations, which were serious criminal offences. As a law enforcement officer, the defendant should know well that he should not break the law. The gravity of the offences increased as the defendant gained over $1 million rents through his criminal acts.The judge said he took a starting point of 24 months’ imprisonment and reduced the jail term to 18 months having considered that the defendant had no criminal record, his willingness to return the crime proceeds and other mitigating factors.The judge also ordered the defendant to make a restitution of around $1.16 million, being the amount of rents he obtained by leasing out the flat concerned, to the Government. The ICAC investigation arose from a corruption complaint referred by the Treasury. Subsequent enquiries revealed the offences.The court heard that the defendant joined the Police Force in 1986 and was promoted to the rank of Superintendent in May 2019. He was entitled to apply for a Government housing loan under the Housing Loan Scheme (the Scheme).The live-in requirement under the Scheme is waived if an application is submitted within 10 years of his statutory age of retirement. But the property acquired with the aid of the Scheme could only be occupied by the applicant and/or the applicant’s family. Letting and subletting of the property is prohibited.On September 28, 2016, the defendant signed a provisional agreement for sale and purchase regarding a property with an existing tenant in Discovery Bay. On the following day, the defendant applied to the Treasury for a loan under the Scheme and also made a mortgage loan application to The Hongkong and Shanghai Banking Corporation Limited (HSBC) for 60 per cent of the value of the property. He was due to retire within 10 years when the applications were made.The court heard that the defendant separately represented to the Treasury and HSBC that vacant possession of the property would be delivered on November 30, 2016, and the property would be used by his parents. But ICAC enquiries revealed that the defendant renewed the tenancy with the existing tenant of the property on November 27, 2016, and failed to comply with the requirements of the Scheme and HSBC by reporting the tenancy.Relying on the information provided by the defendant in his applications, the Government and HSBC respectively granted a housing loan of about $2.1 million and a mortgage loan of $3.9 million to the defendant on November 30, 2016.The Treasury would not have approved the defendant’s application should the department know that vacant possession of the property would not be delivered or that it would be let to others.At that time, the ceiling of the mortgage loan in respect of residential property purchased for self-use and investment was respectively fixed at 60 per cent and 50 per cent of the value of the property. Should HSBC know the property was not for self-use, the bank would not have approved the defendant’s application for a mortgage loan of $3.9 million, which amounted to 60 per cent of the value of the property.ICAC enquiries revealed that between December 2016 and August 2020, the defendant had leased out the property, generating an aggregated rental income of around $1.16 million.The Police Force, the Treasury and HSBC had rendered full assistance to the ICAC during its investigation into the case.The prosecution was today represented by prosecuting counsel Bernard Chung, assisted by ICAC officer Jenny Chan.",https://www.icac.org.hk/en/press/index_id_1235.html
25/11/2021,SME director charged by ICAC jailed for $19m banking facilities fraud,"A director of a Small and Medium Enterprise (SME), charged by the ICAC, was today (November 25) sentenced to six years’ imprisonment at the District Court for using copies of false audited reports and bank statements of the company to support its applications for banking facilities totalling $19 million with two banks.Fong Kam-sang, 50, sole director and shareholder of now defunct Hong Kong Lotte International Trading Co. Limited (HKLIT), was earlier convicted of  five counts of using copies of false instruments, contrary to Section 74 of the Crimes Ordinance.In sentencing, Judge Fred Sham Siu-man noted that a custodial sentence was meted out to the defendant, who directly benefited from the scam. The judge added that the defendant was undoubtedly the main culprit of the premeditated fraud, causing a loss totalling over $15 million to the two banks.The case arose from a corruption complaint. Subsequent ICAC enquiries revealed the offences.The court heard that in August 2010, the defendant became the sole director and shareholder of HKLIT, purportedly a giftware trading company, upon the request of his twin brother and the de facto owner of HKLIT. The offence took place between November 2013 and June 2015, during which HKLIT applied for banking facilities from two banks.In order to support the applications, the defendant submitted to the two banks copies of audited reports and financial statements of HKLIT purportedly issued by an accounting firm for the two financial years of 2011/12 and 2012/13, and copies of false bank statements of the company. Believing the documents were genuine, the banks concerned respectively granted banking facilities of $13 million and $6 million to HKLIT.After the banking facilities were granted to HKLIT, the two banks would conduct annual reviews to assess whether the banking facilities would be extended or suspended, or that legal actions would be taken for chasing full settlement of the outstanding loans.At the annual reviews, the defendant submitted to the two banks copies of audited reports and financial statements of HKLIT purportedly issued by the above accounting firm for the financial year of 2013/14 and false bank statements of the company. As a result, extension of the two banking facilities were approved.Had the two banks known that the aforesaid supporting documents were false, they would not have granted and extended the banking facilities to HKLIT.ICAC enquiries revealed that the defendant had also used copies of false bank statements of HKLIT to apply with one of the aforesaid banks for a temporary increase of $3 million credit limit. The application was subsequently withdrawn.The two banks and the accounting firm concerned have rendered full assistance to the ICAC during its investigation into the case.The prosecution was today represented by prosecuting counsel Bernard Chung, assisted by ICAC officer Benjamin Ho.",https://www.icac.org.hk/en/press/index_id_1233.html
24/11/2021,Ex-security guard charged by ICAC with bribing supervisors,"The ICAC yesterday (November 23) charged a former security guard with offering bribes totalling $8,000 to his supervisors on three occasions over a period of about 18 months for arranging him to act as and get promoted to an assistant supervisor.The investigation arose from a corruption complaint. Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised charges be laid against the former security guard.Tang Kam-ngau, 57, former security guard of Hong Kong Guards Limited (HKGL), faces three counts of offering an advantage to an agent, contrary to Section 9(2)(a) of the Prevention of Bribery Ordinance.The defendant was released on ICAC bail, pending his court appearance in the Shatin Magistrates’ Courts tomorrow (November 25) for plea.At the material time, the defendant was a security guard of HKGL posted to Shui Chuen O Estate, a public housing estate in Shatin. A total of about 40 security guards posted to the estate worked under the supervision of a supervisor and several assistant supervisors.When an assistant supervisor was absent from duty, the supervisor had the discretion to appoint a security guard to act for the post. The acting appointment involved a daily acting allowance.Two of the charges allege that on or about April 4, 2019 and between January 1 and April 7, 2020, the defendant, without lawful authority or reasonable excuse, offered two bribes totalling $6,000 to the aforesaid supervisor of HKGL, as an inducement to or reward for arranging him to act as assistant supervisor.The remaining charge alleges that between November 1 and 30, 2020, the defendant, without lawful authority or reasonable excuse, offered a bribe of $2,000 to an assistant supervisor of HKGL, as an inducement to or reward for facilitating himself to get promoted to assistant supervisor.HKGL, which prohibited its staff members from soliciting and accepting advantages in relation to their official duties, has rendered full assistance to the ICAC during its investigation into the case.",https://www.icac.org.hk/en/press/index_id_1232.html
23/11/2021,Duo charged by ICAC with fraud over $6.3m loans,"A then director and a then part-time employee of a trading company were charged by the ICAC yesterday (November 22) with defrauding a bank and two licensed money lenders of loans totalling over $6.3 million by making false representations on the employment and monthly income of the employee in various loan applications.The ICAC investigation arose from a corruption complaint. Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised laying six charges against the duo.Lai Mei-tan, 54, former part-time employee of Wenxin.Xinyangmaojian Investment (HK) Limited (Wenxin, now defunct, also known as Xenin.Xinyangmaojian Investment (HK) Limited and Wenxin.Xinyangmaojian Investment  Limited); and Ling Yuen-mei (formerly known as Ling Chun-mui), 59, sole director-cum-shareholder of Wenxin, jointly face one count of conspiracy to defraud, contrary to Common Law.Lai alone further faces four counts of fraud, contrary to Section 16A of the Theft Ordinance; while Ling alone faces one count of forgery, contrary to Section 71 of the Crimes Ordinance.The defendants were released on ICAC bail, pending their appearance in the Eastern Magistrates’ Courts tomorrow (November 24) for the case to be transferred to the District Court for plea.At the material time, Ling was the sole director-cum-shareholder of Wenxin. Lai was a part-time employee of Wenxin.The alleged offences took place between May 2016 and May 2018.One of the charges alleges that Lai falsely represented to Hang Seng Bank Limited (Hang Seng Bank) that she was employed by Wenxin as a sales manager and earned a monthly income of $50,000 and with intent to defraud, induced Hang Seng Bank to grant the mortgage loan application of Lai and her husband, which resulted in benefit to the couple or in prejudice to Hang Seng Bank.Three other charges allege that Lai falsely represented to Promise (Hong Kong) Co., Limited (Promise HK) and Easy One Finance Limited (Easy One Finance) on three occasions that she was employed by Wenxin and earned a monthly income of $48,500 or $50,000 and with intent to defraud, induced Promise HK and Easy One Finance to grant the loan applications of Lai which resulted in benefit to her or in prejudice to Promise HK and Easy One Finance.Another charge alleges that Lai and Ling conspired together to defraud Promise HK by dishonestly falsely represented that Lai was employed by Wenxin and earned a monthly income of $48,500 thereby inducing Promise HK to grant the loan application of Lai.The remaining charge alleges that Ling made a false instrument, namely a letter issued in the name of Wenxin stating that Lai was employed as the sales manager of Wenxin at a monthly salary of $50,000, with the intention that Lai should use it to induce somebody to accept it as genuine.ICAC enquiries revealed that five loans totalling over $6.3 million were allegedly granted by Hang Seng Bank, Promise HK and Easy One Finance to Lai as a result of the false representations made by the defendants.Hang Seng Bank, Promise HK and Easy One Finance have rendered full assistance to the ICAC during its investigation into the case.",https://www.icac.org.hk/en/press/index_id_1231.html
22/11/2021,Three accountants among nine arrested by ICAC for alleged bribery over listing of Macao construction firm,"In a joint operation mounted last week, codenamed “Sniper”, the ICAC and the Financial Reporting Council (FRC) searched the office of a certified public accountant (CPA) firm and its sister company. The address is also the local registered business address of a Macao construction firm listed in Hong Kong.During the operation, the ICAC arrested nine persons, including three CPAs and two audit staff of the CPA firm and its sister company. Two of the CPAs were appointed as chief financial officer of the construction firm at different times.The five CPAs and auditing staff have allegedly accepted bribes totalling over HK$1 million from the chairman of the construction firm for compiling a false accountants’ report for the construction firm’s submission to the Hong Kong Exchanges & Clearing Limited in relation to its listing on the Main Board. The ICAC suspects that part of the businesses mentioned in the accountants’ report does not exist and the report might have concealed some connected transactions.The Macao Commission Against Corruption is also conducting an investigation into possible offences committed by the relevant persons in Macao and searched a number of premises, including the office of the construction firm.The ICAC also interviewed a number of persons and searched various premises during the operation.All arrestees have been released on ICAC bail. While enquiries are continuing, it is not appropriate for the ICAC to make further comments.The ICAC and the FRC entered into a Memorandum of Understanding in September this year to enhance collaboration in fighting against corruption, illicit activities and malpractices. The two organisations will continue to maintain close collaboration to foster the audit quality and integrity of financial reporting by listed entities and their auditors and the integrity of the financial market.",https://www.icac.org.hk/en/press/index_id_1230.html
19/11/2021,Merchant further charged by ICAC with conspiracy to defraud over ‘backdoor listing’ of listed company and money laundering,"Three persons, including a then chairman and a then substantial shareholder of a listed company, were charged by the ICAC this morning (November 19) with conspiracy to defraud The Stock Exchange of Hong Kong Limited (SEHK), the listed company and its board of directors and shareholders by concealing a “backdoor listing” agreement when placing convertible notes to increase the share capital of the listed company and dealing with crime proceeds of $42 million. A merchant was further charged in the afternoon.Chim Pui-chung, 75, then substantial shareholder of Asia Resources Holdings Limited (Asia Resources); Ricky Chim Kim-lun, 52, then chairman of Asia Resources; and Wong Poe-lai, 65, were charged by the ICAC this morning. Ma Zhonghong, 48, merchant, was further charged this afternoon.Chim Pui-chung, Ricky Chim and Ma jointly face two counts of conspiracy to defraud, contrary to Common Law. Ma and Wong jointly face one count of dealing with property known or reasonably believed to represent proceeds of an indictable offence, contrary to Section 25(1) of the Organized and Serious Crimes Ordinance.No plea was entered when the four defendants appeared in the Shatin Magistrates’ Courts this afternoon. Acting Principal Magistrate Mr Jason Wan Siu-ming adjourned the cases to February 28 next year for mention.The ICAC investigation arose from a corruption complaint referred by the Securities and Futures Commission (SFC). Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised charges be laid against the defendants.At the material time, Asia Resources was listed on the Main Board of the SEHK. After Chim Pui-chung became a substantial shareholder of Asia Resources in October 2008, Ricky Chim was appointed as an executive director of the company. Between December 19, 2008 and December 11, 2014, Ricky Chim was the chairman of the board of directors of Asia Resources. Wong was an employee of a company of Ma at the material time.One of the charges alleges that between July 1, 2013 and November 15, 2015, Chim Pui-chung, Ricky Chim and Ma conspired together and with other persons to defraud Asia Resources, its board of directors and shareholders by dishonestly:(i)	concealing or failing to disclose that Ma had reached an agreement with Chim Pui-chung and Ricky Chim that Ma would pay a total sum of about $210 million to Chim Pui-chung in order to control 70 per cent to 75 per cent of the entire issued share capital of Asia Resources (the Illicit Agreement);(ii)	causing the board of directors of Asia Resources to approve, and causing Asia Resources to proceed with the placing of its new shares and the placing of convertible notes of which the convertible shares, upon exercise of the conversion rights, represented approximately 566.67 per cent of the then existing issued share capital of the company (the CN Agreement) with a view to increase the entire issued share capital of the company thereby facilitating the execution of the Illicit Agreement;(iii)	falsely representing in the announcements and circulars of Asia Resources that no director or shareholder of the company had a material interest in the CN Agreement and no shareholder of the company was required to abstain from voting at the special general meeting of the company for the approval of the CN Agreement (the SGM);(iv)	causing the shareholders of Asia Resources to pass the resolution in relation to the CN Agreement at the SGM.Another charge alleges that between July 1, 2013 and November 15, 2015, Chim Pui-chung, Ricky Chim and Ma conspired together and with other persons to defraud the SEHK by dishonestly:(i)	concealing or failing to disclose that Chim Pui-chung, Ricky Chim and Ma had reached the Illicit Agreement;(ii)	concealing or failing to disclose the purpose of the CN Agreement was to increase the entire issued share capital of Asia Resources thereby facilitating the execution of the Illicit Agreement;(iii)	falsely representing in the announcements and circulars of Asia Resources that no director or shareholder of the company had a material interest in the CN Agreement and no shareholder of the company was required to abstain from voting at the SGM;(iv)	causing the SEHK not to take prompt action to seek clarification with Asia Resources on the CN Agreement, and/or causing the SEHK to approve the publication by the company of the announcements and circulars in relation to the CN Agreement.The remaining charge alleges that between October 24, 2013 and January 24, 2014, Wong and Ma, knowing or having reasonable grounds to believe that convertible notes issued by Asia Resources in the principal amount of $42 million, in whole or in part, directly or indirectly represented the proceeds of indictable offence, dealt with the said property.The SEHK and the SFC have rendered full assistance to the ICAC during its investigation.The prosecution was today represented by Senior Public Prosecutor Ivan Shiu, assisted by ICAC officer Jenny Chau.",https://www.icac.org.hk/en/press/index_id_1229.html
19/11/2021,Trio charged by ICAC with conspiracy to defraud over ‘backdoor listing’ of listed company and money laundering,"Three persons, including a then chairman and a then substantial shareholder of a listed company, were charged by the ICAC today (November 19) with conspiracy to defraud The Stock Exchange of Hong Kong Limited (SEHK), the listed company and its board of directors and shareholders by concealing a “backdoor listing” agreement when placing convertible notes to increase the share capital of the listed company and dealing with crime proceeds of $42 million.The ICAC investigation arose from a corruption complaint referred by the Securities and Futures Commission (SFC). Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised charges be laid against the defendants.The defendants are Chim Pui-chung, 75, then substantial shareholder of Asia Resources Holdings Limited (Asia Resources); Ricky Chim Kim-lun, 52, then chairman of Asia Resources; and Wong Poe-lai, 65, associate of a merchant named in the charge.Chim Pui-chung and Ricky Chim jointly face two counts of conspiracy to defraud, contrary to Common Law. Wong also faces one count of dealing with property known or reasonably believed to represent proceeds of an indictable offence, contrary to Section 25(1) of the Organized and Serious Crimes Ordinance.The defendants were released on ICAC bail. They will appear before the Shatin Magistrates’ Courts this afternoon for mention, pending the case to be transferred to the District Court for plea.At the material time, Asia Resources was listed on the Main Board of the SEHK. After Chim Pui-chung became a substantial shareholder of Asia Resources in October 2008, Ricky Chim was appointed as an executive director of the company. Between December 19, 2008 and December 11, 2014, Ricky Chim was the chairman of the board of directors of Asia Resources.One of the charges alleges that between July 1, 2013 and November 15, 2015, Chim Pui-chung, Ricky Chim and the above merchant conspired together and with other persons to defraud Asia Resources, its board of directors and shareholders by dishonestly:(i)	concealing or failing to disclose that the merchant had reached an agreement with Chim Pui-chung and Ricky Chim that the merchant would pay a total sum of about $210 million to Chim Pui-chung in order to control 70 per cent to 75 per cent of the entire issued share capital of Asia Resources (the Illicit Agreement);(ii)	causing the board of directors of Asia Resources to approve, and causing Asia Resources to proceed with the placing of its new shares and the placing of convertible notes of which the convertible shares, upon exercise of the conversion rights, represented approximately 566.67 per cent of the then existing issued share capital of the company (the CN Agreement) with a view to increase the entire issued share capital of the company thereby facilitating the execution of the Illicit Agreement;(iii)	falsely representing in the announcements and circulars of Asia Resources that no director or shareholder of the company had a material interest in the CN Agreement and no shareholder of the company was required to abstain from voting at the special general meeting of the company for the approval of the CN Agreement (the SGM);(iv)	causing the shareholders of Asia Resources to pass the resolution in relation to the CN Agreement at the SGM.Another charge alleges that between July 1, 2013 and November 15, 2015, Chim Pui-chung, Ricky Chim and the above merchant conspired together and with other persons to defraud the SEHK by dishonestly:(i)	concealing or failing to disclose that Chim Pui-chung, Ricky Chim and the above merchant had reached the Illicit Agreement;(ii)	concealing or failing to disclose the purpose of the CN Agreement was to increase the entire issued share capital of Asia Resources thereby facilitating the execution of the Illicit Agreement;(iii)	falsely representing in the announcements and circulars of Asia Resources that no director or shareholder of the company had a material interest in the CN Agreement and no shareholder of the company was required to abstain from voting at the SGM;(iv)	causing the SEHK not to take prompt action to seek clarification with Asia Resources on the CN Agreement, and/or causing the SEHK to approve the publication by the company of the announcements and circulars in relation to the CN Agreement.The remaining charge alleges that between October 24, 2013 and January 24, 2014, Wong and the above merchant, knowing or having reasonable grounds to believe that convertible notes issued by Asia Resources in the principal amount of $42 million, in whole or in part, directly or indirectly represented the proceeds of indictable offence, dealt with the said property.The SEHK and the SFC have rendered full assistance to the ICAC during its investigation.",https://www.icac.org.hk/en/press/index_id_1227.html
